Dataset Size,Number of Ants,Alpha,Beta,Evaporation,Q,Iterations,Result
100,30,2.20,2.50,1.00,7,200,2281.0
100,30,2.20,2.50,1.00,9,50,2716.0
100,30,2.20,2.50,1.00,9,100,2628.0
100,30,2.20,2.50,1.00,9,150,2405.0
100,30,2.20,2.50,1.00,9,200,2222.0
100,30,2.20,2.50,1.00,11,50,2741.0
100,30,2.20,2.50,1.00,11,100,2486.0
100,30,2.20,2.50,1.00,11,150,2271.0
100,30,2.20,2.50,1.00,11,200,2193.0
100,30,2.20,2.50,1.00,13,50,2735.0
100,30,2.20,2.50,1.00,13,100,2383.0
100,30,2.20,2.50,1.00,13,150,2138.0
100,30,2.20,2.50,1.00,13,200,2128.0
100,30,2.20,3.00,0.10,1,50,2027.0
100,30,2.20,3.00,0.10,1,100,2027.0
100,30,2.20,3.00,0.10,1,150,2027.0
100,30,2.20,3.00,0.10,1,200,2027.0
100,30,2.20,3.00,0.10,3,50,1912.0
100,30,2.20,3.00,0.10,3,100,1912.0
100,30,2.20,3.00,0.10,3,150,1912.0
100,30,2.20,3.00,0.10,3,200,1912.0
100,30,2.20,3.00,0.10,5,50,1925.0
100,30,2.20,3.00,0.10,5,100,1925.0
100,30,2.20,3.00,0.10,5,150,1925.0
100,30,2.20,3.00,0.10,5,200,1925.0
100,30,2.20,3.00,0.10,7,50,1953.0
100,30,2.20,3.00,0.10,7,100,1953.0
100,30,2.20,3.00,0.10,7,150,1953.0
100,30,2.20,3.00,0.10,7,200,1953.0
100,30,2.20,3.00,0.10,9,50,1958.0
100,30,2.20,3.00,0.10,9,100,1958.0
100,30,2.20,3.00,0.10,9,150,1958.0
100,30,2.20,3.00,0.10,9,200,1958.0
100,30,2.20,3.00,0.10,11,50,1966.0
100,30,2.20,3.00,0.10,11,100,1966.0
100,30,2.20,3.00,0.10,11,150,1966.0
100,30,2.20,3.00,0.10,11,200,1966.0
100,30,2.20,3.00,0.10,13,50,1905.0
100,30,2.20,3.00,0.10,13,100,1905.0
100,30,2.20,3.00,0.10,13,150,1905.0
100,30,2.20,3.00,0.10,13,200,1905.0
100,30,2.20,3.00,0.20,1,50,1982.0
100,30,2.20,3.00,0.20,1,100,1982.0
100,30,2.20,3.00,0.20,1,150,1982.0
100,30,2.20,3.00,0.20,1,200,1982.0
100,30,2.20,3.00,0.20,3,50,1934.0
100,30,2.20,3.00,0.20,3,100,1934.0
100,30,2.20,3.00,0.20,3,150,1934.0
100,30,2.20,3.00,0.20,3,200,1934.0
100,30,2.20,3.00,0.20,5,50,1971.0
100,30,2.20,3.00,0.20,5,100,1971.0
100,30,2.20,3.00,0.20,5,150,1971.0
100,30,2.20,3.00,0.20,5,200,1971.0
100,30,2.20,3.00,0.20,7,50,1985.0
100,30,2.20,3.00,0.20,7,100,1985.0
100,30,2.20,3.00,0.20,7,150,1985.0
100,30,2.20,3.00,0.20,7,200,1985.0
100,30,2.20,3.00,0.20,9,50,1905.0
100,30,2.20,3.00,0.20,9,100,1905.0
100,30,2.20,3.00,0.20,9,150,1905.0
100,30,2.20,3.00,0.20,9,200,1905.0
100,30,2.20,3.00,0.20,11,50,1961.0
100,30,2.20,3.00,0.20,11,100,1961.0
100,30,2.20,3.00,0.20,11,150,1961.0
100,30,2.20,3.00,0.20,11,200,1961.0
100,30,2.20,3.00,0.20,13,50,1978.0
100,30,2.20,3.00,0.20,13,100,1978.0
100,30,2.20,3.00,0.20,13,150,1978.0
100,30,2.20,3.00,0.20,13,200,1978.0
100,30,2.20,3.00,0.30,1,50,1936.0
100,30,2.20,3.00,0.30,1,100,1936.0
100,30,2.20,3.00,0.30,1,150,1936.0
100,30,2.20,3.00,0.30,1,200,1936.0
100,30,2.20,3.00,0.30,3,50,1969.0
100,30,2.20,3.00,0.30,3,100,1969.0
100,30,2.20,3.00,0.30,3,150,1969.0
100,30,2.20,3.00,0.30,3,200,1969.0
100,30,2.20,3.00,0.30,5,50,1918.0
100,30,2.20,3.00,0.30,5,100,1918.0
100,30,2.20,3.00,0.30,5,150,1918.0
100,30,2.20,3.00,0.30,5,200,1918.0
100,30,2.20,3.00,0.30,7,50,1986.0
100,30,2.20,3.00,0.30,7,100,1986.0
100,30,2.20,3.00,0.30,7,150,1986.0
100,30,2.20,3.00,0.30,7,200,1986.0
100,30,2.20,3.00,0.30,9,50,1906.0
100,30,2.20,3.00,0.30,9,100,1906.0
100,30,2.20,3.00,0.30,9,150,1906.0
100,30,2.20,3.00,0.30,9,200,1906.0
100,30,2.20,3.00,0.30,11,50,1873.0
100,30,2.20,3.00,0.30,11,100,1873.0
100,30,2.20,3.00,0.30,11,150,1873.0
100,30,2.20,3.00,0.30,11,200,1873.0
100,30,2.20,3.00,0.30,13,50,1938.0
100,30,2.20,3.00,0.30,13,100,1938.0
100,30,2.20,3.00,0.30,13,150,1938.0
100,30,2.20,3.00,0.30,13,200,1938.0
100,30,2.20,3.00,0.40,1,50,1908.0
100,30,2.20,3.00,0.40,1,100,1908.0
100,30,2.20,3.00,0.40,1,150,1908.0
100,30,2.20,3.00,0.40,1,200,1908.0
100,30,2.20,3.00,0.40,3,50,1950.0
100,30,2.20,3.00,0.40,3,100,1950.0
100,30,2.20,3.00,0.40,3,150,1950.0
100,30,2.20,3.00,0.40,3,200,1950.0
100,30,2.20,3.00,0.40,5,50,1937.0
100,30,2.20,3.00,0.40,5,100,1937.0
100,30,2.20,3.00,0.40,5,150,1937.0
100,30,2.20,3.00,0.40,5,200,1937.0
100,30,2.20,3.00,0.40,7,50,1930.0
100,30,2.20,3.00,0.40,7,100,1930.0
100,30,2.20,3.00,0.40,7,150,1930.0
100,30,2.20,3.00,0.40,7,200,1930.0
100,30,2.20,3.00,0.40,9,50,1891.0
100,30,2.20,3.00,0.40,9,100,1891.0
100,30,2.20,3.00,0.40,9,150,1891.0
100,30,2.20,3.00,0.40,9,200,1891.0
100,30,2.20,3.00,0.40,11,50,1920.0
100,30,2.20,3.00,0.40,11,100,1920.0
100,30,2.20,3.00,0.40,11,150,1920.0
100,30,2.20,3.00,0.40,11,200,1920.0
100,30,2.20,3.00,0.40,13,50,1940.0
100,30,2.20,3.00,0.40,13,100,1940.0
100,30,2.20,3.00,0.40,13,150,1940.0
100,30,2.20,3.00,0.40,13,200,1940.0
100,30,2.20,3.00,0.50,1,50,1908.0
100,30,2.20,3.00,0.50,1,100,1908.0
100,30,2.20,3.00,0.50,1,150,1908.0
100,30,2.20,3.00,0.50,1,200,1908.0
100,30,2.20,3.00,0.50,3,50,1846.0
100,30,2.20,3.00,0.50,3,100,1846.0
100,30,2.20,3.00,0.50,3,150,1846.0
100,30,2.20,3.00,0.50,3,200,1846.0
100,30,2.20,3.00,0.50,5,50,1909.0
100,30,2.20,3.00,0.50,5,100,1909.0
100,30,2.20,3.00,0.50,5,150,1909.0
100,30,2.20,3.00,0.50,5,200,1909.0
100,30,2.20,3.00,0.50,7,50,1916.0
100,30,2.20,3.00,0.50,7,100,1916.0
100,30,2.20,3.00,0.50,7,150,1916.0
100,30,2.20,3.00,0.50,7,200,1916.0
100,30,2.20,3.00,0.50,9,50,1923.0
100,30,2.20,3.00,0.50,9,100,1923.0
100,30,2.20,3.00,0.50,9,150,1923.0
100,30,2.20,3.00,0.50,9,200,1923.0
100,30,2.20,3.00,0.50,11,50,1907.0
100,30,2.20,3.00,0.50,11,100,1907.0
100,30,2.20,3.00,0.50,11,150,1907.0
100,30,2.20,3.00,0.50,11,200,1907.0
100,30,2.20,3.00,0.50,13,50,1913.0
100,30,2.20,3.00,0.50,13,100,1913.0
100,30,2.20,3.00,0.50,13,150,1913.0
100,30,2.20,3.00,0.50,13,200,1913.0
100,30,2.20,3.00,0.60,1,50,1920.0
100,30,2.20,3.00,0.60,1,100,1920.0
100,30,2.20,3.00,0.60,1,150,1920.0
100,30,2.20,3.00,0.60,1,200,1920.0
100,30,2.20,3.00,0.60,3,50,1915.0
100,30,2.20,3.00,0.60,3,100,1915.0
100,30,2.20,3.00,0.60,3,150,1915.0
100,30,2.20,3.00,0.60,3,200,1915.0
100,30,2.20,3.00,0.60,5,50,1892.0
100,30,2.20,3.00,0.60,5,100,1892.0
100,30,2.20,3.00,0.60,5,150,1892.0
100,30,2.20,3.00,0.60,5,200,1892.0
100,30,2.20,3.00,0.60,7,50,1888.0
100,30,2.20,3.00,0.60,7,100,1888.0
100,30,2.20,3.00,0.60,7,150,1886.0
100,30,2.20,3.00,0.60,7,200,1871.0
100,30,2.20,3.00,0.60,9,50,1892.0
100,30,2.20,3.00,0.60,9,100,1892.0
100,30,2.20,3.00,0.60,9,150,1892.0
100,30,2.20,3.00,0.60,9,200,1892.0
100,30,2.20,3.00,0.60,11,50,1862.0
100,30,2.20,3.00,0.60,11,100,1862.0
100,30,2.20,3.00,0.60,11,150,1862.0
100,30,2.20,3.00,0.60,11,200,1862.0
100,30,2.20,3.00,0.60,13,50,1925.0
100,30,2.20,3.00,0.60,13,100,1925.0
100,30,2.20,3.00,0.60,13,150,1925.0
100,30,2.20,3.00,0.60,13,200,1925.0
100,30,2.20,3.00,0.70,1,50,1907.0
100,30,2.20,3.00,0.70,1,100,1907.0
100,30,2.20,3.00,0.70,1,150,1907.0
100,30,2.20,3.00,0.70,1,200,1904.0
100,30,2.20,3.00,0.70,3,50,1878.0
100,30,2.20,3.00,0.70,3,100,1878.0
100,30,2.20,3.00,0.70,3,150,1878.0
100,30,2.20,3.00,0.70,3,200,1878.0
100,30,2.20,3.00,0.70,5,50,1880.0
100,30,2.20,3.00,0.70,5,100,1880.0
100,30,2.20,3.00,0.70,5,150,1880.0
100,30,2.20,3.00,0.70,5,200,1880.0
100,30,2.20,3.00,0.70,7,50,1884.0
100,30,2.20,3.00,0.70,7,100,1884.0
100,30,2.20,3.00,0.70,7,150,1884.0
100,30,2.20,3.00,0.70,7,200,1884.0
100,30,2.20,3.00,0.70,9,50,1854.0
100,30,2.20,3.00,0.70,9,100,1854.0
100,30,2.20,3.00,0.70,9,150,1854.0
100,30,2.20,3.00,0.70,9,200,1854.0
100,30,2.20,3.00,0.70,11,50,1905.0
100,30,2.20,3.00,0.70,11,100,1905.0
100,30,2.20,3.00,0.70,11,150,1905.0
100,30,2.20,3.00,0.70,11,200,1905.0
100,30,2.20,3.00,0.70,13,50,1862.0
100,30,2.20,3.00,0.70,13,100,1862.0
100,30,2.20,3.00,0.70,13,150,1862.0
100,30,2.20,3.00,0.70,13,200,1862.0
100,30,2.20,3.00,0.80,1,50,1879.0
100,30,2.20,3.00,0.80,1,100,1879.0
100,30,2.20,3.00,0.80,1,150,1879.0
100,30,2.20,3.00,0.80,1,200,1879.0
100,30,2.20,3.00,0.80,3,50,1884.0
100,30,2.20,3.00,0.80,3,100,1884.0
100,30,2.20,3.00,0.80,3,150,1884.0
100,30,2.20,3.00,0.80,3,200,1884.0
100,30,2.20,3.00,0.80,5,50,1856.0
100,30,2.20,3.00,0.80,5,100,1856.0
100,30,2.20,3.00,0.80,5,150,1856.0
100,30,2.20,3.00,0.80,5,200,1856.0
100,30,2.20,3.00,0.80,7,50,1837.0
100,30,2.20,3.00,0.80,7,100,1837.0
100,30,2.20,3.00,0.80,7,150,1834.0
100,30,2.20,3.00,0.80,7,200,1834.0
100,30,2.20,3.00,0.80,9,50,1863.0
100,30,2.20,3.00,0.80,9,100,1863.0
100,30,2.20,3.00,0.80,9,150,1863.0
100,30,2.20,3.00,0.80,9,200,1863.0
100,30,2.20,3.00,0.80,11,50,1862.0
100,30,2.20,3.00,0.80,11,100,1862.0
100,30,2.20,3.00,0.80,11,150,1862.0
100,30,2.20,3.00,0.80,11,200,1862.0
100,30,2.20,3.00,0.80,13,50,1898.0
100,30,2.20,3.00,0.80,13,100,1898.0
100,30,2.20,3.00,0.80,13,150,1898.0
100,30,2.20,3.00,0.80,13,200,1898.0
100,30,2.20,3.00,0.90,1,50,2217.0
100,30,2.20,3.00,0.90,1,100,1880.0
100,30,2.20,3.00,0.90,1,150,1880.0
100,30,2.20,3.00,0.90,1,200,1880.0
100,30,2.20,3.00,0.90,3,50,1975.0
100,30,2.20,3.00,0.90,3,100,1861.0
100,30,2.20,3.00,0.90,3,150,1861.0
100,30,2.20,3.00,0.90,3,200,1861.0
100,30,2.20,3.00,0.90,5,50,1861.0
100,30,2.20,3.00,0.90,5,100,1861.0
100,30,2.20,3.00,0.90,5,150,1861.0
100,30,2.20,3.00,0.90,5,200,1861.0
100,30,2.20,3.00,0.90,7,50,1900.0
100,30,2.20,3.00,0.90,7,100,1861.0
100,30,2.20,3.00,0.90,7,150,1861.0
100,30,2.20,3.00,0.90,7,200,1850.0
100,30,2.20,3.00,0.90,9,50,1873.0
100,30,2.20,3.00,0.90,9,100,1870.0
100,30,2.20,3.00,0.90,9,150,1870.0
100,30,2.20,3.00,0.90,9,200,1870.0
100,30,2.20,3.00,0.90,11,50,1870.0
100,30,2.20,3.00,0.90,11,100,1858.0
100,30,2.20,3.00,0.90,11,150,1858.0
100,30,2.20,3.00,0.90,11,200,1858.0
100,30,2.20,3.00,0.90,13,50,1889.0
100,30,2.20,3.00,0.90,13,100,1879.0
100,30,2.20,3.00,0.90,13,150,1879.0
100,30,2.20,3.00,0.90,13,200,1879.0
100,30,2.20,3.00,1.00,1,50,2731.0
100,30,2.20,3.00,1.00,1,100,2676.0
100,30,2.20,3.00,1.00,1,150,2676.0
100,30,2.20,3.00,1.00,1,200,2592.0
100,30,2.20,3.00,1.00,3,50,2738.0
100,30,2.20,3.00,1.00,3,100,2562.0
100,30,2.20,3.00,1.00,3,150,2525.0
100,30,2.20,3.00,1.00,3,200,2394.0
100,30,2.20,3.00,1.00,5,50,2635.0
100,30,2.20,3.00,1.00,5,100,2488.0
100,30,2.20,3.00,1.00,5,150,2340.0
100,30,2.20,3.00,1.00,5,200,2250.0
100,30,2.20,3.00,1.00,7,50,2617.0
100,30,2.20,3.00,1.00,7,100,2448.0
100,30,2.20,3.00,1.00,7,150,2250.0
100,30,2.20,3.00,1.00,7,200,2107.0
100,30,2.20,3.00,1.00,9,50,2467.0
100,30,2.20,3.00,1.00,9,100,2298.0
100,30,2.20,3.00,1.00,9,150,2179.0
100,30,2.20,3.00,1.00,9,200,2071.0
100,30,2.20,3.00,1.00,11,50,2522.0
100,30,2.20,3.00,1.00,11,100,2234.0
100,30,2.20,3.00,1.00,11,150,2043.0
100,30,2.20,3.00,1.00,11,200,2011.0
100,30,2.20,3.00,1.00,13,50,2446.0
100,30,2.20,3.00,1.00,13,100,2181.0
100,30,2.20,3.00,1.00,13,150,2057.0
100,30,2.20,3.00,1.00,13,200,1982.0
100,30,2.20,3.50,0.10,1,50,1898.0
100,30,2.20,3.50,0.10,1,100,1898.0
100,30,2.20,3.50,0.10,1,150,1898.0
100,30,2.20,3.50,0.10,1,200,1898.0
100,30,2.20,3.50,0.10,3,50,1916.0
100,30,2.20,3.50,0.10,3,100,1916.0
100,30,2.20,3.50,0.10,3,150,1916.0
100,30,2.20,3.50,0.10,3,200,1916.0
100,30,2.20,3.50,0.10,5,50,1899.0
100,30,2.20,3.50,0.10,5,100,1899.0
100,30,2.20,3.50,0.10,5,150,1899.0
100,30,2.20,3.50,0.10,5,200,1899.0
100,30,2.20,3.50,0.10,7,50,1955.0
100,30,2.20,3.50,0.10,7,100,1955.0
100,30,2.20,3.50,0.10,7,150,1955.0
100,30,2.20,3.50,0.10,7,200,1955.0
100,30,2.20,3.50,0.10,9,50,1983.0
100,30,2.20,3.50,0.10,9,100,1983.0
100,30,2.20,3.50,0.10,9,150,1983.0
100,30,2.20,3.50,0.10,9,200,1983.0
100,30,2.20,3.50,0.10,11,50,1965.0
100,30,2.20,3.50,0.10,11,100,1965.0
100,30,2.20,3.50,0.10,11,150,1965.0
100,30,2.20,3.50,0.10,11,200,1965.0
100,30,2.20,3.50,0.10,13,50,1845.0
100,30,2.20,3.50,0.10,13,100,1845.0
100,30,2.20,3.50,0.10,13,150,1845.0
100,30,2.20,3.50,0.10,13,200,1845.0
100,30,2.20,3.50,0.20,1,50,1930.0
100,30,2.20,3.50,0.20,1,100,1930.0
100,30,2.20,3.50,0.20,1,150,1930.0
100,30,2.20,3.50,0.20,1,200,1930.0
100,30,2.20,3.50,0.20,3,50,1936.0
100,30,2.20,3.50,0.20,3,100,1936.0
100,30,2.20,3.50,0.20,3,150,1936.0
100,30,2.20,3.50,0.20,3,200,1936.0
100,30,2.20,3.50,0.20,5,50,1885.0
100,30,2.20,3.50,0.20,5,100,1885.0
100,30,2.20,3.50,0.20,5,150,1885.0
100,30,2.20,3.50,0.20,5,200,1885.0
100,30,2.20,3.50,0.20,7,50,1870.0
100,30,2.20,3.50,0.20,7,100,1870.0
100,30,2.20,3.50,0.20,7,150,1870.0
100,30,2.20,3.50,0.20,7,200,1870.0
100,30,2.20,3.50,0.20,9,50,1873.0
100,30,2.20,3.50,0.20,9,100,1873.0
100,30,2.20,3.50,0.20,9,150,1873.0
100,30,2.20,3.50,0.20,9,200,1859.0
100,30,2.20,3.50,0.20,11,50,1939.0
100,30,2.20,3.50,0.20,11,100,1939.0
100,30,2.20,3.50,0.20,11,150,1939.0
100,30,2.20,3.50,0.20,11,200,1939.0
100,30,2.20,3.50,0.20,13,50,1907.0
100,30,2.20,3.50,0.20,13,100,1907.0
100,30,2.20,3.50,0.20,13,150,1907.0
100,30,2.20,3.50,0.20,13,200,1907.0
100,30,2.20,3.50,0.30,1,50,1908.0
100,30,2.20,3.50,0.30,1,100,1908.0
100,30,2.20,3.50,0.30,1,150,1908.0
100,30,2.20,3.50,0.30,1,200,1908.0
100,30,2.20,3.50,0.30,3,50,1912.0
100,30,2.20,3.50,0.30,3,100,1912.0
100,30,2.20,3.50,0.30,3,150,1912.0
100,30,2.20,3.50,0.30,3,200,1912.0
100,30,2.20,3.50,0.30,5,50,1877.0
100,30,2.20,3.50,0.30,5,100,1877.0
100,30,2.20,3.50,0.30,5,150,1877.0
100,30,2.20,3.50,0.30,5,200,1877.0
100,30,2.20,3.50,0.30,7,50,1889.0
100,30,2.20,3.50,0.30,7,100,1889.0
100,30,2.20,3.50,0.30,7,150,1868.0
100,30,2.20,3.50,0.30,7,200,1868.0
100,30,2.20,3.50,0.30,9,50,1848.0
100,30,2.20,3.50,0.30,9,100,1848.0
100,30,2.20,3.50,0.30,9,150,1848.0
100,30,2.20,3.50,0.30,9,200,1848.0
100,30,2.20,3.50,0.30,11,50,1871.0
100,30,2.20,3.50,0.30,11,100,1869.0
100,30,2.20,3.50,0.30,11,150,1869.0
100,30,2.20,3.50,0.30,11,200,1863.0
100,30,2.20,3.50,0.30,13,50,2001.0
100,30,2.20,3.50,0.30,13,100,2001.0
100,30,2.20,3.50,0.30,13,150,2001.0
100,30,2.20,3.50,0.30,13,200,2001.0
100,30,2.20,3.50,0.40,1,50,1920.0
100,30,2.20,3.50,0.40,1,100,1920.0
100,30,2.20,3.50,0.40,1,150,1920.0
100,30,2.20,3.50,0.40,1,200,1920.0
100,30,2.20,3.50,0.40,3,50,1901.0
100,30,2.20,3.50,0.40,3,100,1901.0
100,30,2.20,3.50,0.40,3,150,1901.0
100,30,2.20,3.50,0.40,3,200,1901.0
100,30,2.20,3.50,0.40,5,50,1891.0
100,30,2.20,3.50,0.40,5,100,1891.0
100,30,2.20,3.50,0.40,5,150,1891.0
100,30,2.20,3.50,0.40,5,200,1891.0
100,30,2.20,3.50,0.40,7,50,1915.0
100,30,2.20,3.50,0.40,7,100,1915.0
100,30,2.20,3.50,0.40,7,150,1915.0
100,30,2.20,3.50,0.40,7,200,1915.0
100,30,2.20,3.50,0.40,9,50,1873.0
100,30,2.20,3.50,0.40,9,100,1873.0
100,30,2.20,3.50,0.40,9,150,1873.0
100,30,2.20,3.50,0.40,9,200,1873.0
100,30,2.20,3.50,0.40,11,50,1932.0
100,30,2.20,3.50,0.40,11,100,1932.0
100,30,2.20,3.50,0.40,11,150,1932.0
100,30,2.20,3.50,0.40,11,200,1932.0
100,30,2.20,3.50,0.40,13,50,1928.0
100,30,2.20,3.50,0.40,13,100,1928.0
100,30,2.20,3.50,0.40,13,150,1928.0
100,30,2.20,3.50,0.40,13,200,1928.0
100,30,2.20,3.50,0.50,1,50,1906.0
100,30,2.20,3.50,0.50,1,100,1906.0
100,30,2.20,3.50,0.50,1,150,1906.0
100,30,2.20,3.50,0.50,1,200,1906.0
100,30,2.20,3.50,0.50,3,50,1913.0
100,30,2.20,3.50,0.50,3,100,1913.0
100,30,2.20,3.50,0.50,3,150,1913.0
100,30,2.20,3.50,0.50,3,200,1913.0
100,30,2.20,3.50,0.50,5,50,1902.0
100,30,2.20,3.50,0.50,5,100,1902.0
100,30,2.20,3.50,0.50,5,150,1902.0
100,30,2.20,3.50,0.50,5,200,1902.0
100,30,2.20,3.50,0.50,7,50,1878.0
100,30,2.20,3.50,0.50,7,100,1878.0
100,30,2.20,3.50,0.50,7,150,1878.0
100,30,2.20,3.50,0.50,7,200,1878.0
100,30,2.20,3.50,0.50,9,50,1894.0
100,30,2.20,3.50,0.50,9,100,1894.0
100,30,2.20,3.50,0.50,9,150,1894.0
100,30,2.20,3.50,0.50,9,200,1894.0
100,30,2.20,3.50,0.50,11,50,1854.0
100,30,2.20,3.50,0.50,11,100,1854.0
100,30,2.20,3.50,0.50,11,150,1854.0
100,30,2.20,3.50,0.50,11,200,1854.0
100,30,2.20,3.50,0.50,13,50,1863.0
100,30,2.20,3.50,0.50,13,100,1863.0
100,30,2.20,3.50,0.50,13,150,1863.0
100,30,2.20,3.50,0.50,13,200,1863.0
100,30,2.20,3.50,0.60,1,50,1887.0
100,30,2.20,3.50,0.60,1,100,1887.0
100,30,2.20,3.50,0.60,1,150,1887.0
100,30,2.20,3.50,0.60,1,200,1887.0
100,30,2.20,3.50,0.60,3,50,1867.0
100,30,2.20,3.50,0.60,3,100,1867.0
100,30,2.20,3.50,0.60,3,150,1867.0
100,30,2.20,3.50,0.60,3,200,1867.0
100,30,2.20,3.50,0.60,5,50,1835.0
100,30,2.20,3.50,0.60,5,100,1835.0
100,30,2.20,3.50,0.60,5,150,1835.0
100,30,2.20,3.50,0.60,5,200,1835.0
100,30,2.20,3.50,0.60,7,50,1885.0
100,30,2.20,3.50,0.60,7,100,1885.0
100,30,2.20,3.50,0.60,7,150,1885.0
100,30,2.20,3.50,0.60,7,200,1885.0
100,30,2.20,3.50,0.60,9,50,1886.0
100,30,2.20,3.50,0.60,9,100,1886.0
100,30,2.20,3.50,0.60,9,150,1886.0
100,30,2.20,3.50,0.60,9,200,1886.0
100,30,2.20,3.50,0.60,11,50,1883.0
100,30,2.20,3.50,0.60,11,100,1855.0
100,30,2.20,3.50,0.60,11,150,1855.0
100,30,2.20,3.50,0.60,11,200,1855.0
100,30,2.20,3.50,0.60,13,50,1877.0
100,30,2.20,3.50,0.60,13,100,1877.0
100,30,2.20,3.50,0.60,13,150,1877.0
100,30,2.20,3.50,0.60,13,200,1877.0
100,30,2.20,3.50,0.70,1,50,1905.0
100,30,2.20,3.50,0.70,1,100,1905.0
100,30,2.20,3.50,0.70,1,150,1905.0
100,30,2.20,3.50,0.70,1,200,1905.0
100,30,2.20,3.50,0.70,3,50,1868.0
100,30,2.20,3.50,0.70,3,100,1868.0
100,30,2.20,3.50,0.70,3,150,1868.0
100,30,2.20,3.50,0.70,3,200,1868.0
100,30,2.20,3.50,0.70,5,50,1821.0
100,30,2.20,3.50,0.70,5,100,1821.0
100,30,2.20,3.50,0.70,5,150,1821.0
100,30,2.20,3.50,0.70,5,200,1821.0
100,30,2.20,3.50,0.70,7,50,1874.0
100,30,2.20,3.50,0.70,7,100,1874.0
100,30,2.20,3.50,0.70,7,150,1874.0
100,30,2.20,3.50,0.70,7,200,1874.0
100,30,2.20,3.50,0.70,9,50,1886.0
100,30,2.20,3.50,0.70,9,100,1886.0
100,30,2.20,3.50,0.70,9,150,1886.0
100,30,2.20,3.50,0.70,9,200,1886.0
100,30,2.20,3.50,0.70,11,50,1853.0
100,30,2.20,3.50,0.70,11,100,1853.0
100,30,2.20,3.50,0.70,11,150,1853.0
100,30,2.20,3.50,0.70,11,200,1853.0
100,30,2.20,3.50,0.70,13,50,1873.0
100,30,2.20,3.50,0.70,13,100,1873.0
100,30,2.20,3.50,0.70,13,150,1873.0
100,30,2.20,3.50,0.70,13,200,1873.0
100,30,2.20,3.50,0.80,1,50,1808.0
100,30,2.20,3.50,0.80,1,100,1808.0
100,30,2.20,3.50,0.80,1,150,1808.0
100,30,2.20,3.50,0.80,1,200,1808.0
100,30,2.20,3.50,0.80,3,50,1875.0
100,30,2.20,3.50,0.80,3,100,1875.0
100,30,2.20,3.50,0.80,3,150,1875.0
100,30,2.20,3.50,0.80,3,200,1875.0
100,30,2.20,3.50,0.80,5,50,1836.0
100,30,2.20,3.50,0.80,5,100,1836.0
100,30,2.20,3.50,0.80,5,150,1836.0
100,30,2.20,3.50,0.80,5,200,1836.0
100,30,2.20,3.50,0.80,7,50,1866.0
100,30,2.20,3.50,0.80,7,100,1866.0
100,30,2.20,3.50,0.80,7,150,1866.0
100,30,2.20,3.50,0.80,7,200,1866.0
100,30,2.20,3.50,0.80,9,50,1892.0
100,30,2.20,3.50,0.80,9,100,1892.0
100,30,2.20,3.50,0.80,9,150,1892.0
100,30,2.20,3.50,0.80,9,200,1892.0
100,30,2.20,3.50,0.80,11,50,1878.0
100,30,2.20,3.50,0.80,11,100,1878.0
100,30,2.20,3.50,0.80,11,150,1878.0
100,30,2.20,3.50,0.80,11,200,1878.0
100,30,2.20,3.50,0.80,13,50,1866.0
100,30,2.20,3.50,0.80,13,100,1866.0
100,30,2.20,3.50,0.80,13,150,1866.0
100,30,2.20,3.50,0.80,13,200,1866.0
100,30,2.20,3.50,0.90,1,50,2059.0
100,30,2.20,3.50,0.90,1,100,1863.0
100,30,2.20,3.50,0.90,1,150,1863.0
100,30,2.20,3.50,0.90,1,200,1863.0
100,30,2.20,3.50,0.90,3,50,1935.0
100,30,2.20,3.50,0.90,3,100,1818.0
100,30,2.20,3.50,0.90,3,150,1818.0
100,30,2.20,3.50,0.90,3,200,1818.0
100,30,2.20,3.50,0.90,5,50,1863.0
100,30,2.20,3.50,0.90,5,100,1863.0
100,30,2.20,3.50,0.90,5,150,1863.0
100,30,2.20,3.50,0.90,5,200,1863.0
100,30,2.20,3.50,0.90,7,50,1880.0
100,30,2.20,3.50,0.90,7,100,1837.0
100,30,2.20,3.50,0.90,7,150,1837.0
100,30,2.20,3.50,0.90,7,200,1837.0
100,30,2.20,3.50,0.90,9,50,1851.0
100,30,2.20,3.50,0.90,9,100,1851.0
100,30,2.20,3.50,0.90,9,150,1851.0
100,30,2.20,3.50,0.90,9,200,1851.0
100,30,2.20,3.50,0.90,11,50,1841.0
100,30,2.20,3.50,0.90,11,100,1841.0
100,30,2.20,3.50,0.90,11,150,1841.0
100,30,2.20,3.50,0.90,11,200,1841.0
100,30,2.20,3.50,0.90,13,50,1861.0
100,30,2.20,3.50,0.90,13,100,1861.0
100,30,2.20,3.50,0.90,13,150,1861.0
100,30,2.20,3.50,0.90,13,200,1861.0
100,30,2.20,3.50,1.00,1,50,2548.0
100,30,2.20,3.50,1.00,1,100,2521.0
100,30,2.20,3.50,1.00,1,150,2416.0
100,30,2.20,3.50,1.00,1,200,2352.0
100,30,2.20,3.50,1.00,3,50,2448.0
100,30,2.20,3.50,1.00,3,100,2398.0
100,30,2.20,3.50,1.00,3,150,2261.0
100,30,2.20,3.50,1.00,3,200,2231.0
100,30,2.20,3.50,1.00,5,50,2445.0
100,30,2.20,3.50,1.00,5,100,2282.0
100,30,2.20,3.50,1.00,5,150,2145.0
100,30,2.20,3.50,1.00,5,200,2124.0
100,30,2.20,3.50,1.00,7,50,2335.0
